District,Province,Year,Setting,Pass_Rate_Pct,Number_of_Students,Number_of_Schools,Pupil_Teacher_Ratio,Textbook_Availability_Index,ICT_Resource_Index,School_Infrastructure_Index,Proportion_Schools_With_Science_Labs,Poverty_Incidence_Pct,Adult_Literacy_Rate_Pct,Unemployment_Rate_Pct,Avg_Household_Income_USD,Youth_Population_Density,Rural_Urban,Distance_to_Exam_Center_km,Previous_Year_Pass_Rate_Pct,Grade7_Pass_Rate_Pct
Gwanda,Matabeleland South,2022,June,59.5,4382,20,36.1,0.55,0.5,0.58,0.45,32.6,85.0,35.9,153.0,120.8,Semi-Urban,11.3,59.3,74.1
Gwanda,Matabeleland South,2022,November,58.4,7970,19,35.6,0.56,0.53,0.61,0.45,31.9,85.0,37.6,147.0,116.8,Semi-Urban,11.4,59.5,72.8
Gwanda,Matabeleland South,2023,June,54.7,4272,20,35.7,0.55,0.49,0.61,0.47,33.6,85.3,37.4,152.0,126.1,Semi-Urban,10.7,58.4,77.0
Gwanda,Matabeleland South,2023,November,64.9,8065,20,35.1,0.58,0.55,0.6,0.45,34.0,83.7,39.4,152.0,126.4,Semi-Urban,11.1,54.7,73.0
Gwanda,Matabeleland South,2024,June,59.6,4467,20,35.7,0.54,0.55,0.62,0.49,33.4,85.3,35.2,160.0,124.8,Semi-Urban,10.8,64.9,73.5
Gwanda,Matabeleland South,2024,November,64.7,8055,20,34.7,0.55,0.53,0.63,0.48,32.4,84.9,37.9,160.0,122.4,Semi-Urban,11.0,59.6,76.0
Insiza,Matabeleland South,2015,June,15.0,2499,6,42.7,0.33,0.02,0.17,0.16,75.1,80.3,42.7,99.0,59.1,Rural,24.9,14.5,45.9
Insiza,Matabeleland South,2015,November,18.7,4547,6,44.9,0.34,0.02,0.19,0.16,73.8,79.7,42.4,99.0,56.9,Rural,24.3,15.0,47.0
Insiza,Matabeleland South,2016,June,15.4,2557,7,43.8,0.35,0.04,0.19,0.18,70.9,80.9,41.2,95.0,61.3,Rural,22.8,18.7,45.7
Insiza,Matabeleland South,2016,November,20.7,4561,7,42.8,0.36,0.04,0.19,0.18,74.5,78.9,43.2,97.0,61.9,Rural,23.6,15.4,46.6
Insiza,Matabeleland South,2017,June,16.8,2521,7,43.1,0.34,0.06,0.2,0.17,73.0,78.5,38.7,97.0,60.2,Rural,22.6,20.7,45.2
Insiza,Matabeleland South,2017,November,22.7,4607,7,43.8,0.35,0.06,0.21,0.18,73.4,80.9,43.1,103.0,58.9,Rural,24.8,16.8,45.2
Insiza,Matabeleland South,2018,June,18.3,2611,7,42.2,0.37,0.08,0.21,0.19,70.9,81.6,39.6,107.0,61.9,Rural,23.1,22.7,50.5
Insiza,Matabeleland South,2018,November,21.3,4834,7,41.4,0.38,0.08,0.21,0.19,72.0,81.5,42.6,98.0,63.0,Rural,23.9,18.3,44.8
Insiza,Matabeleland South,2019,June,19.9,2638,7,43.0,0.38,0.09,0.22,0.19,68.8,81.2,40.2,104.0,60.6,Rural,24.3,21.3,48.8
Insiza,Matabeleland South,2019,November,23.8,4786,7,41.4,0.37,0.09,0.22,0.19,69.6,80.1,39.9,110.0,63.2,Rural,22.5,19.9,49.9
Insiza,Matabeleland South,2020,June,12.3,2616,7,44.8,0.38,0.11,0.22,0.2,73.4,81.2,44.1,88.0,64.0,Rural,23.6,23.8,44.9
Insiza,Matabeleland South,2020,November,17.4,4832,7,46.1,0.36,0.11,0.24,0.21,75.4,81.7,44.6,90.0,64.2,Rural,24.2,12.3,44.8
Insiza,Matabeleland South,2021,June,13.5,2680,7,45.4,0.36,0.13,0.24,0.2,76.9,81.5,48.2,99.0,61.1,Rural,22.3,17.4,44.6
Insiza,Matabeleland South,2021,November,18.4,4909,7,44.3,0.37,0.13,0.25,0.22,76.5,80.6,46.3,97.0,65.1,Rural,21.9,13.5,46.9
Insiza,Matabeleland South,2022,June,18.7,2726,7,41.1,0.41,0.2,0.25,0.21,69.7,81.0,39.6,108.0,63.1,Rural,22.3,18.4,50.5
Insiza,Matabeleland South,2022,November,22.7,5110,7,41.9,0.4,0.2,0.24,0.23,68.2,82.3,43.6,118.0,65.2,Rural,23.5,18.7,50.1
Insiza,Matabeleland South,2023,June,19.1,2723,7,42.0,0.41,0.22,0.25,0.23,66.9,81.7,39.2,109.0,65.0,Rural,21.9,22.7,47.9
Insiza,Matabeleland South,2023,November,25.8,5197,7,42.4,0.42,0.22,0.26,0.24,70.6,81.6,41.0,117.0,62.4,Rural,23.5,19.1,49.4
Insiza,Matabeleland South,2024,June,21.3,2783,7,39.3,0.45,0.24,0.27,0.25,67.2,80.5,40.7,111.0,66.9,Rural,22.3,25.8,52.5
Insiza,Matabeleland South,2024,November,27.3,5305,7,40.0,0.45,0.24,0.27,0.23,67.3,82.7,42.1,118.0,64.9,Rural,22.8,21.3,52.2
Mangwe,Matabeleland South,2015,June,19.5,2161,21,58.1,0.2,0.05,0.31,0.1,56.6,65.1,49.6,45.0,35.2,Rural,64.0,20.4,46.8
Mangwe,Matabeleland South,2015,November,24.5,4135,21,59.8,0.21,0.05,0.32,0.1,54.2,65.4,53.6,48.0,34.0,Rural,61.3,19.5,45.7
Mangwe,Matabeleland South,2016,June,20.4,2165,22,57.9,0.2,0.07,0.31,0.11,54.9,64.9,54.4,48.0,35.3,Rural,66.6,24.5,52.1
Mangwe,Matabeleland South,2016,November,27.2,4017,22,58.9,0.21,0.07,0.33,0.11,57.7,64.1,54.6,46.0,35.1,Rural,66.6,20.4,48.2
Mangwe,Matabeleland South,2017,June,22.7,2225,22,57.2,0.22,0.09,0.33,0.12,53.6,65.9,50.7,47.0,36.0,Rural,62.0,27.2,52.5
Mangwe,Matabeleland South,2017,November,28.9,4090,22,57.0,0.22,0.08,0.33,0.12,57.3,65.1,51.4,48.0,36.5,Rural,61.6,22.7,48.1
Mangwe,Matabeleland South,2018,June,24.8,2210,22,56.7,0.24,0.1,0.34,0.13,56.8,65.9,47.2,48.0,36.2,Rural,62.2,28.9,47.8
Mangwe,Matabeleland South,2018,November,28.7,4188,22,60.0,0.23,0.11,0.33,0.13,57.2,65.9,50.9,49.0,34.5,Rural,62.4,24.8,47.6
Mangwe,Matabeleland South,2019,June,25.6,2346,22,55.8,0.25,0.13,0.34,0.13,54.1,66.6,51.2,49.0,37.0,Rural,60.9,28.7,53.6
Mangwe,Matabeleland South,2019,November,29.4,4380,22,58.3,0.25,0.12,0.36,0.13,55.8,64.4,49.1,50.0,35.6,Rural,61.5,25.6,52.7
Mangwe,Matabeleland South,2020,June,19.2,2295,22,61.2,0.23,0.14,0.37,0.15,60.9,66.0,57.2,44.0,37.1,Rural,59.5,29.4,45.1
Mangwe,Matabeleland South,2020,November,22.3,4425,22,59.2,0.23,0.15,0.37,0.15,58.3,65.1,54.5,42.0,35.3,Rural,63.3,19.2,50.3
Mangwe,Matabeleland South,2021,June,19.6,2320,23,60.3,0.24,0.16,0.37,0.14,60.4,65.7,54.8,44.0,37.0,Rural,63.9,22.3,48.6
Mangwe,Matabeleland South,2021,November,24.6,4290,23,60.3,0.24,0.15,0.37,0.15,57.4,65.3,57.2,47.0,36.1,Rural,60.5,19.6,46.0
Mangwe,Matabeleland South,2022,June,24.9,2370,23,56.2,0.3,0.23,0.37,0.17,54.8,64.9,50.3,53.0,36.1,Rural,60.1,24.6,51.6
Mangwe,Matabeleland South,2022,November,30.1,4375,23,55.0,0.3,0.22,0.39,0.16,54.6,67.1,50.8,53.0,36.3,Rural,61.0,24.9,51.8
Mangwe,Matabeleland South,2023,June,26.4,2422,23,56.3,0.29,0.23,0.4,0.17,51.1,65.5,50.7,56.0,39.2,Rural,60.2,30.1,52.7
Mangwe,Matabeleland South,2023,November,31.8,4533,23,55.2,0.29,0.23,0.38,0.17,52.4,66.5,49.7,57.0,36.7,Rural,60.6,26.4,54.3
Mangwe,Matabeleland South,2024,June,28.3,2424,23,55.7,0.3,0.26,0.4,0.18,53.9,67.7,48.0,56.0,38.3,Rural,61.9,31.8,55.2
Mangwe,Matabeleland South,2024,November,32.5,4586,23,55.0,0.31,0.26,0.39,0.17,50.6,67.1,48.3,57.0,39.0,Rural,62.4,28.3,54.1
Matobo,Matabeleland South,2015,June,18.0,828,22,55.8,0.15,0.18,0.36,0.09,81.3,74.1,38.7,69.0,48.9,Rural,54.1,16.3,40.8
Matobo,Matabeleland South,2015,November,24.0,1545,23,56.0,0.16,0.16,0.35,0.1,78.5,72.9,38.2,65.0,49.7,Rural,58.4,18.0,37.5
Matobo,Matabeleland South,2016,June,20.7,866,23,55.8,0.18,0.18,0.38,0.1,81.8,72.9,40.7,71.0,48.8,Rural,54.5,24.0,37.8
Matobo,Matabeleland South,2016,November,24.1,1565,23,54.4,0.18,0.18,0.36,0.11,78.6,73.1,39.8,71.0,48.4,Rural,56.2,20.7,39.6
Matobo,Matabeleland South,2017,June,21.9,866,23,53.4,0.18,0.21,0.38,0.11,81.0,74.2,39.7,71.0,51.2,Rural,57.3,24.1,38.1
Matobo,Matabeleland South,2017,November,24.8,1583,23,54.6,0.19,0.2,0.38,0.11,77.3,71.7,39.9,66.0,49.3,Rural,54.0,21.9,43.2
Matobo,Matabeleland South,2018,June,21.6,884,23,54.4,0.2,0.23,0.38,0.12,76.3,74.7,42.9,67.0,50.9,Rural,54.8,24.8,42.1
Matobo,Matabeleland South,2018,November,26.5,1622,23,52.3,0.2,0.22,0.38,0.12,81.1,72.7,39.3,72.0,49.4,Rural,55.7,21.6,42.6
Matobo,Matabeleland South,2019,June,22.6,859,23,52.5,0.2,0.25,0.4,0.13,74.8,72.2,43.6,74.0,52.9,Rural,51.9,26.5,39.8
Matobo,Matabeleland South,2019,November,30.0,1629,23,54.3,0.22,0.24,0.41,0.13,74.7,73.4,40.2,75.0,51.0,Rural,57.0,22.6,39.7
Matobo,Matabeleland South,2020,June,17.3,895,23,59.1,0.19,0.26,0.42,0.14,81.3,73.0,47.4,64.0,54.3,Rural,52.5,30.0,40.0
Matobo,Matabeleland South,2020,November,20.8,1671,24,54.7,0.19,0.25,0.4,0.14,85.5,75.0,43.3,61.0,51.1,Rural,54.7,17.3,40.7
Matobo,Matabeleland South,2021,June,17.9,930,23,57.7,0.21,0.28,0.44,0.15,85.0,72.7,46.6,64.0,52.4,Rural,52.8,20.8,38.9
Matobo,Matabeleland South,2021,November,23.8,1663,23,57.0,0.2,0.27,0.41,0.15,78.6,73.7,45.7,66.0,52.0,Rural,56.3,17.9,39.1
Matobo,Matabeleland South,2022,June,21.9,904,24,52.9,0.24,0.33,0.44,0.15,78.4,73.2,40.4,73.0,52.9,Rural,53.6,23.8,41.9
Matobo,Matabeleland South,2022,November,26.2,1702,24,50.0,0.25,0.33,0.43,0.16,77.3,74.6,43.5,80.0,55.1,Rural,52.8,21.9,41.8
Matobo,Matabeleland South,2023,June,23.8,947,24,50.1,0.25,0.37,0.44,0.15,76.7,73.0,39.1,80.0,52.6,Rural,54.9,26.2,39.5
Matobo,Matabeleland South,2023,November,30.1,1704,24,51.0,0.27,0.38,0.45,0.16,77.7,74.9,40.4,78.0,52.8,Rural,51.9,23.8,42.4
Matobo,Matabeleland South,2024,June,26.4,927,24,52.4,0.28,0.37,0.45,0.17,77.5,73.9,41.8,81.0,55.8,Rural,51.0,30.1,43.8
Matobo,Matabeleland South,2024,November,28.7,1716,24,51.8,0.26,0.39,0.46,0.17,75.0,74.8,42.1,74.0,55.7,Rural,50.5,26.4,40.8
Umzingwane,Matabeleland South,2015,June,34.6,2924,10,41.2,0.11,0.03,0.14,0.16,77.2,63.0,58.1,140.0,19.9,Rural,57.8,32.2,30.6
Umzingwane,Matabeleland South,2015,November,42.8,5443,11,42.1,0.11,0.03,0.15,0.16,80.1,62.7,51.9,135.0,18.6,Rural,59.7,34.6,32.0
Umzingwane,Matabeleland South,2016,June,36.8,2944,11,40.7,0.12,0.05,0.15,0.16,81.3,63.5,57.4,135.0,18.9,Rural,62.1,42.8,30.0
Umzingwane,Matabeleland South,2016,November,40.3,5366,11,40.5,0.12,0.05,0.16,0.16,80.0,63.1,52.9,140.0,19.5,Rural,58.4,36.8,33.3
Umzingwane,Matabeleland South,2017,June,37.3,3045,11,39.6,0.13,0.07,0.16,0.18,78.0,64.8,55.5,142.0,20.2,Rural,58.7,40.3,32.0
Umzingwane,Matabeleland South,2017,November,40.4,5474,11,39.5,0.14,0.07,0.17,0.17,76.3,63.2,55.0,133.0,19.9,Rural,59.0,37.3,31.3
Umzingwane,Matabeleland South,2018,June,39.2,3011,11,41.1,0.14,0.09,0.17,0.19,76.3,64.3,52.0,141.0,19.7,Rural,57.1,40.4,32.2
Umzingwane,Matabeleland South,2018,November,43.2,5622,11,41.4,0.15,0.08,0.18,0.17,77.2,65.1,54.8,147.0,20.1,Rural,58.2,39.2,35.9
Umzingwane,Matabeleland South,2019,June,40.8,3150,11,41.5,0.16,0.11,0.18,0.18,78.3,63.4,53.3,139.0,19.8,Rural,61.5,43.2,33.1
Umzingwane,Matabeleland South,2019,November,44.6,5594,11,40.8,0.16,0.11,0.18,0.18,79.8,63.5,52.4,151.0,20.4,Rural,60.7,40.8,34.5
Umzingwane,Matabeleland South,2020,June,35.9,3132,11,43.3,0.14,0.12,0.2,0.19,79.6,64.7,61.8,130.0,21.0,Rural,55.4,44.6,28.9
Umzingwane,Matabeleland South,2020,November,41.1,5810,11,44.9,0.14,0.12,0.2,0.2,81.1,64.8,59.2,120.0,19.9,Rural,56.2,35.9,31.8
Umzingwane,Matabeleland South,2021,June,36.5,3182,11,41.8,0.15,0.14,0.21,0.21,84.0,64.3,56.0,124.0,20.4,Rural,55.5,41.1,31.0
Umzingwane,Matabeleland South,2021,November,39.9,6030,11,43.3,0.15,0.13,0.2,0.21,83.3,64.4,57.1,127.0,21.1,Rural,59.8,36.5,29.5
Umzingwane,Matabeleland South,2022,June,38.9,3196,11,39.1,0.2,0.22,0.21,0.22,76.1,64.5,55.5,157.0,21.3,Rural,59.9,39.9,34.7
Umzingwane,Matabeleland South,2022,November,42.5,6126,11,39.4,0.2,0.2,0.21,0.22,76.2,63.8,55.2,155.0,21.7,Rural,56.7,38.9,31.0
Umzingwane,Matabeleland South,2023,June,43.0,3335,11,38.1,0.21,0.23,0.22,0.22,73.7,64.0,51.0,162.0,22.0,Rural,57.5,42.5,36.5
Umzingwane,Matabeleland South,2023,November,45.6,6011,11,40.2,0.21,0.21,0.22,0.21,78.6,65.4,55.5,165.0,21.6,Rural,54.4,43.0,35.0
Umzingwane,Matabeleland South,2024,June,44.5,3371,11,38.4,0.22,0.24,0.24,0.22,74.8,63.9,54.3,155.0,21.0,Rural,55.6,45.6,34.6
Umzingwane,Matabeleland South,2024,November,49.6,6087,11,37.8,0.23,0.24,0.22,0.23,75.0,63.9,57.4,160.0,21.2,Rural,56.1,44.5,33.4
Chirumhanzu,Midlands,2015,June,14.3,1597,28,51.4,0.23,0.17,0.34,0.11,56.0,79.4,45.7,98.0,48.8,Rural,18.6,12.6,38.6
Chirumhanzu,Midlands,2015,November,18.8,3045,29,53.7,0.25,0.17,0.32,0.1,54.0,79.2,49.7,96.0,49.6,Rural,19.1,14.3,38.3
Chirumhanzu,Midlands,2016,June,16.2,1602,29,54.4,0.27,0.18,0.34,0.11,56.1,79.9,51.3,99.0,49.0,Rural,17.9,18.8,38.5
Chirumhanzu,Midlands,2016,November,19.5,3080,29,53.0,0.25,0.18,0.35,0.11,56.3,79.0,43.7,98.0,51.4,Rural,19.3,16.2,38.8
Chirumhanzu,Midlands,2017,June,16.2,1702,29,54.4,0.27,0.2,0.35,0.12,54.8,78.9,45.7,97.0,49.7,Rural,18.7,19.5,44.4
Chirumhanzu,Midlands,2017,November,21.9,3143,29,51.2,0.26,0.19,0.34,0.11,54.9,80.3,45.7,106.0,52.1,Rural,19.4,16.2,39.2
Chirumhanzu,Midlands,2018,June,18.4,1651,29,52.8,0.27,0.22,0.36,0.13,53.8,81.2,51.0,107.0,53.3,Rural,18.3,21.9,44.5
Chirumhanzu,Midlands,2018,November,22.8,3088,29,50.4,0.29,0.2,0.37,0.13,55.2,79.4,43.3,103.0,52.3,Rural,17.9,18.4,39.7
Chirumhanzu,Midlands,2019,June,18.1,1753,30,50.9,0.29,0.22,0.37,0.13,52.9,81.4,51.1,112.0,53.5,Rural,19.0,22.8,44.5
Chirumhanzu,Midlands,2019,November,23.3,3181,30,51.2,0.28,0.22,0.36,0.14,52.5,82.3,46.6,101.0,53.5,Rural,18.4,18.1,44.6
Chirumhanzu,Midlands,2020,June,12.6,1722,29,54.4,0.28,0.24,0.37,0.14,56.9,82.1,54.8,97.0,51.0,Rural,17.8,23.3,38.9
Chirumhanzu,Midlands,2020,November,16.7,3274,30,56.3,0.27,0.24,0.38,0.14,59.1,80.3,55.2,94.0,53.7,Rural,17.8,12.6,37.6
Chirumhanzu,Midlands,2021,June,13.4,1799,30,52.9,0.29,0.28,0.39,0.16,55.9,81.4,50.7,96.0,51.4,Rural,18.7,16.7,37.9
Chirumhanzu,Midlands,2021,November,18.8,3233,30,54.2,0.29,0.26,0.4,0.16,58.2,81.3,52.4,89.0,53.3,Rural,18.0,13.4,39.2
Chirumhanzu,Midlands,2022,June,18.0,1747,30,50.1,0.32,0.34,0.41,0.15,53.4,80.2,48.3,107.0,54.5,Rural,16.9,18.8,44.8
Chirumhanzu,Midlands,2022,November,23.6,3324,30,52.2,0.33,0.34,0.41,0.16,54.0,80.1,47.0,106.0,54.5,Rural,17.4,18.0,43.0
Chirumhanzu,Midlands,2023,June,19.3,1840,31,49.7,0.34,0.35,0.4,0.17,52.4,82.2,49.3,111.0,52.8,Rural,17.8,23.6,43.5
Chirumhanzu,Midlands,2023,November,25.1,3404,30,48.4,0.35,0.33,0.41,0.17,53.1,82.7,48.9,108.0,55.2,Rural,18.3,19.3,40.8
Chirumhanzu,Midlands,2024,June,21.5,1875,31,49.6,0.37,0.36,0.42,0.18,52.8,80.8,51.0,120.0,55.7,Rural,17.3,25.1,45.5
Chirumhanzu,Midlands,2024,November,26.6,3432,31,49.5,0.34,0.39,0.42,0.17,53.4,83.2,44.4,113.0,56.4,Rural,17.0,21.5,47.2
Gokwe North,Midlands,2015,June,37.9,3253,10,44.5,0.28,0.18,0.33,0.27,63.4,76.3,52.9,52.0,39.6,Rural,26.4,35.3,46.8
Gokwe North,Midlands,2015,November,41.8,6044,9,45.1,0.26,0.19,0.32,0.27,63.2,77.2,52.4,49.0,39.2,Rural,25.3,37.9,46.1
Gokwe North,Midlands,2016,June,40.5,3285,10,43.2,0.29,0.2,0.33,0.29,63.8,75.9,53.9,56.0,38.6,Rural,26.8,41.8,49.8
Gokwe North,Midlands,2016,November,42.8,6241,10,45.3,0.29,0.21,0.34,0.29,66.0,74.7,53.7,53.0,39.4,Rural,26.8,40.5,49.8
Gokwe North,Midlands,2017,June,43.1,3439,10,43.7,0.3,0.23,0.35,0.29,65.7,75.9,52.7,52.0,39.2,Rural,25.3,42.8,50.3
Gokwe North,Midlands,2017,November,47.5,6215,10,45.1,0.28,0.23,0.35,0.29,65.7,75.2,53.1,53.0,39.9,Rural,25.0,43.1,49.5
Gokwe North,Midlands,2018,June,44.8,3357,10,44.6,0.31,0.24,0.36,0.3,66.5,75.5,51.1,53.0,39.1,Rural,26.0,47.5,48.0
Gokwe North,Midlands,2018,November,47.0,6388,10,42.6,0.3,0.23,0.36,0.29,65.1,77.2,50.3,57.0,40.6,Rural,26.1,44.8,48.5
Gokwe North,Midlands,2019,June,44.9,3443,10,43.0,0.3,0.25,0.35,0.32,63.3,78.0,51.4,59.0,39.2,Rural,24.3,47.0,48.8
Gokwe North,Midlands,2019,November,50.5,6266,10,41.2,0.32,0.26,0.35,0.31,63.0,75.7,52.9,55.0,41.5,Rural,25.6,44.9,52.3
Gokwe North,Midlands,2020,June,35.9,3535,10,44.7,0.28,0.29,0.38,0.32,68.4,75.9,59.1,49.0,41.6,Rural,25.2,50.5,45.1
Gokwe North,Midlands,2020,November,41.0,6473,10,46.2,0.29,0.29,0.37,0.33,67.5,76.8,62.5,47.0,40.9,Rural,25.3,35.9,47.2
Gokwe North,Midlands,2021,June,38.0,3615,10,46.2,0.31,0.28,0.37,0.32,67.4,78.4,58.5,48.0,40.6,Rural,23.9,41.0,44.8
Gokwe North,Midlands,2021,November,42.3,6425,10,45.9,0.29,0.28,0.39,0.33,69.3,78.7,57.4,49.0,41.9,Rural,25.1,38.0,50.2
Gokwe North,Midlands,2022,June,45.4,3675,10,41.0,0.34,0.36,0.39,0.33,60.5,77.4,53.4,58.0,42.3,Rural,24.5,42.3,50.3
Gokwe North,Midlands,2022,November,48.7,6654,10,42.0,0.36,0.37,0.39,0.36,64.2,77.8,55.8,62.0,39.9,Rural,25.2,45.4,48.2
Gokwe North,Midlands,2023,June,42.3,3695,10,42.8,0.35,0.37,0.4,0.34,64.3,77.1,51.6,58.0,43.1,Rural,23.7,48.7,51.0
Gokwe North,Midlands,2023,November,51.6,6636,10,40.3,0.36,0.37,0.38,0.36,63.8,77.7,53.4,62.0,41.1,Rural,24.2,42.3,49.0
Gokwe North,Midlands,2024,June,43.2,3660,10,40.3,0.36,0.38,0.4,0.37,62.3,79.2,55.2,62.0,41.3,Rural,25.0,51.6,50.6
Gokwe North,Midlands,2024,November,51.7,6868,10,39.7,0.36,0.41,0.4,0.34,59.9,77.7,55.6,60.0,41.3,Rural,24.2,43.2,48.8
Gokwe South,Midlands,2015,June,13.4,2768,24,53.0,0.37,0.24,0.14,0.23,70.0,71.5,33.8,114.0,43.2,Rural,52.2,14.0,55.4
Gokwe South,Midlands,2015,November,17.3,5114,24,55.1,0.35,0.23,0.13,0.25,67.1,71.1,32.8,110.0,45.5,Rural,53.9,13.4,53.9
Gokwe South,Midlands,2016,June,13.5,2803,24,52.3,0.37,0.25,0.15,0.24,69.5,70.3,32.4,110.0,44.0,Rural,53.3,17.3,51.6
Gokwe South,Midlands,2016,November,19.8,5020,24,52.9,0.36,0.25,0.14,0.25,68.2,71.4,30.3,111.0,45.2,Rural,55.0,13.5,51.3
Gokwe South,Midlands,2017,June,15.6,2866,24,54.7,0.4,0.28,0.16,0.26,65.3,72.4,33.3,109.0,46.8,Rural,53.0,19.8,55.4
Gokwe South,Midlands,2017,November,20.1,5298,24,53.3,0.38,0.28,0.16,0.27,67.1,72.0,33.7,110.0,45.4,Rural,50.7,15.6,51.1
Gokwe South,Midlands,2018,June,16.4,2873,24,53.1,0.41,0.29,0.16,0.27,66.2,72.4,33.8,117.0,44.8,Rural,55.4,20.1,57.1
Gokwe South,Midlands,2018,November,20.6,5180,24,55.6,0.38,0.29,0.16,0.27,64.6,72.6,32.1,118.0,45.8,Rural,53.3,16.4,56.7
Gokwe South,Midlands,2019,June,16.6,2951,24,52.7,0.41,0.29,0.17,0.27,66.1,72.1,30.6,122.0,48.3,Rural,53.4,20.6,53.4
Gokwe South,Midlands,2019,November,22.2,5217,24,52.4,0.4,0.31,0.17,0.28,67.2,73.1,35.9,119.0,47.4,Rural,51.8,16.6,53.1
Gokwe South,Midlands,2020,June,10.6,2984,24,56.5,0.39,0.31,0.19,0.28,72.2,71.2,40.2,104.0,46.1,Rural,51.4,22.2,50.5
Gokwe South,Midlands,2020,November,16.3,5504,25,56.2,0.38,0.34,0.18,0.27,68.5,72.9,42.7,103.0,48.2,Rural,53.9,10.6,51.8
Gokwe South,Midlands,2021,June,12.5,2974,25,57.3,0.41,0.34,0.19,0.28,69.9,70.9,41.3,104.0,47.7,Rural,51.0,16.3,50.2
Gokwe South,Midlands,2021,November,17.6,5470,25,58.0,0.39,0.35,0.19,0.28,68.4,71.0,38.8,101.0,49.2,Rural,49.8,12.5,51.2
Gokwe South,Midlands,2022,June,17.3,3008,25,50.3,0.45,0.42,0.2,0.31,67.2,72.8,31.3,130.0,47.6,Rural,52.7,17.6,53.7
Gokwe South,Midlands,2022,November,22.0,5606,25,53.6,0.43,0.42,0.2,0.31,65.6,73.3,31.0,120.0,49.5,Rural,50.6,17.3,57.4
Gokwe South,Midlands,2023,June,18.0,3064,25,52.2,0.45,0.45,0.22,0.32,63.2,72.0,35.1,125.0,48.8,Rural,48.9,22.0,57.0
Gokwe South,Midlands,2023,November,24.2,5795,25,52.0,0.45,0.42,0.22,0.31,66.9,71.9,32.1,121.0,50.3,Rural,49.8,18.0,53.6
Gokwe South,Midlands,2024,June,19.3,3130,25,51.9,0.49,0.46,0.23,0.31,65.4,71.8,31.6,125.0,49.9,Rural,47.8,24.2,55.4
Gokwe South,Midlands,2024,November,23.7,5664,25,49.1,0.47,0.45,0.22,0.32,66.1,73.6,31.2,125.0,48.8,Rural,48.4,19.3,54.8
Gweru Urban,Midlands,2015,June,79.9,6807,93,20.5,0.67,0.58,0.93,0.66,35.8,92.3,12.4,450.0,580.8,Urban,6.6,82.6,66.2
Gweru Urban,Midlands,2015,November,81.1,12248,94,19.9,0.7,0.62,0.92,0.67,35.7,92.3,12.0,428.0,567.8,Urban,6.3,79.9,63.8
Gweru Urban,Midlands,2016,June,83.6,6934,93,19.4,0.67,0.59,0.88,0.69,36.4,91.5,12.6,449.0,618.0,Urban,6.5,81.1,61.5
Gweru Urban,Midlands,2016,November,86.4,12380,94,19.6,0.68,0.63,0.89,0.72,36.3,94.0,10.7,413.0,604.6,Urban,6.5,83.6,61.7
Gweru Urban,Midlands,2017,June,81.5,6830,95,20.2,0.68,0.67,0.9,0.71,36.4,94.8,9.1,425.0,624.8,Urban,6.7,86.4,62.2
Gweru Urban,Midlands,2017,November,90.7,12525,94,19.2,0.68,0.62,0.91,0.73,35.5,92.7,10.7,448.0,600.1,Urban,6.6,81.5,62.7
Gweru Urban,Midlands,2018,June,77.6,6843,96,19.0,0.73,0.69,0.95,0.69,35.3,93.6,12.9,447.0,588.5,Urban,6.2,90.7,64.0
Gweru Urban,Midlands,2018,November,88.8,12630,96,20.4,0.73,0.7,0.91,0.71,34.6,92.2,12.3,464.0,604.8,Urban,6.4,77.6,66.3
Gweru Urban,Midlands,2019,June,81.4,7170,97,19.4,0.74,0.64,0.91,0.7,35.9,92.8,11.3,434.0,630.1,Urban,6.6,88.8,68.4
Gweru Urban,Midlands,2019,November,84.6,13280,96,18.9,0.7,0.66,0.97,0.72,36.9,93.8,11.7,471.0,603.2,Urban,6.2,81.4,66.1
Gweru Urban,Midlands,2020,June,72.6,7379,98,20.4,0.69,0.73,0.97,0.72,39.1,92.0,16.7,405.0,602.3,Urban,6.3,84.6,62.1
Gweru Urban,Midlands,2020,November,78.2,13521,98,20.4,0.71,0.7,0.97,0.71,41.2,93.1,16.0,396.0,641.5,Urban,6.0,72.6,62.9
Gweru Urban,Midlands,2021,June,82.5,7099,98,20.0,0.73,0.74,0.95,0.7,38.7,93.4,14.2,415.0,610.4,Urban,6.1,78.2,61.4
Gweru Urban,Midlands,2021,November,83.0,13850,99,21.3,0.71,0.72,0.98,0.77,38.3,94.6,19.3,401.0,610.1,Urban,6.0,82.5,64.8
Gweru Urban,Midlands,2022,June,83.9,7580,99,18.9,0.73,0.77,0.98,0.74,33.4,93.2,10.3,499.0,631.8,Urban,6.4,83.0,64.3
Gweru Urban,Midlands,2022,November,84.0,13702,99,19.3,0.77,0.77,0.98,0.71,33.7,95.2,9.1,465.0,632.8,Urban,6.1,83.9,67.2
Gweru Urban,Midlands,2023,June,86.3,7628,100,18.4,0.79,0.76,0.97,0.74,33.4,95.5,11.9,489.0,669.4,Urban,6.0,84.0,69.1
Gweru Urban,Midlands,2023,November,87.2,13876,99,19.6,0.75,0.8,0.98,0.75,33.1,92.6,12.3,466.0,619.7,Urban,5.9,86.3,67.6
Gweru Urban,Midlands,2024,June,82.8,7553,100,18.2,0.76,0.79,0.97,0.73,34.4,93.5,11.8,517.0,638.8,Urban,5.9,87.2,64.7
